,Date:,Start time:,Avg. speed winner:,Classification:,Race category:,Distance:,Points scale:,UCI scale:,Parcours type:,ProfileScore:,Vertical meters:,Departure:,Arrival:,Race ranking:,Startlist quality score:,Won how:,Avg. temperature:
294,19 July 2010,-,39.48 km/h,2.HC,ME - Men Elite,187.5 km,GT.A.Stage,Na,Na,237,3542,Pamiers,Bagnères-de-Luchon,n/a,1685,29 km solo,Na
295,20 July 2010,-,36.09 km/h,2.HC,ME - Men Elite,199.5 km,GT.A.Stage,Na,Na,202,4721,Bagnères-de-Luchon,Pau,n/a,1685,Sprint of small group,Na
296,22 July 2010,-,34.401 km/h,2.HC,ME - Men Elite,174 km,GT.A.Stage,Na,Na,410,4681,Pau,Col du Tourmalet,n/a,1685,Sprint à deux,Na
297,23 July 2010,-,42.86 km/h,2.HC,ME - Men Elite,198 km,GT.A.Stage,Na,Na,9,1056,Salies-de-Béarn,Bordeaux,n/a,1685,Sprint of large group,Na
298,24 July 2010,-,51.2 km/h,2.HC,ME - Men Elite,52 km,GT.A.Stage,Na,Na,0,167,Bordeaux,Pauillac,n/a,1685,,Na
299,25 July 2010,-,37.881 km/h,2.HC,ME - Men Elite,102.5 km,GT.A.Stage,Na,Na,6,481,Longjumeau ,Paris,n/a,1685,Sprint of large group,Na
300,04 July 2009,-,47.61 km/h,2.HC,ME - Men Elite,15.5 km,GT.A.Stage,Na,Na,40,316,Monaco,Monaco,n/a,1557,,Na
301,05 July 2009,-,41.55 km/h,2.HC,ME - Men Elite,187 km,GT.A.Stage,Na,Na,49,2387,Monaco,Brignoles,n/a,1557,Sprint of large group,Na
302,06 July 2009,-,39.12 km/h,2.HC,ME - Men Elite,196.5 km,GT.A.Stage,Na,Na,13,987,Marseille,La Grande-Motte,n/a,1557,Sprint of large group,Na
303,08 July 2009,-,43.73 km/h,2.HC,ME - Men Elite,196.5 km,GT.A.Stage,Na,Na,8,1014,Cap d’Agde,Perpignan,n/a,1557,4.7 km solo,Na
304,09 July 2009,-,41.64 km/h,2.HC,ME - Men Elite,181.5 km,GT.A.Stage,Na,Na,63,2227,Girona,Barcelona,n/a,1557,Sprint of large group,Na
305,10 July 2009,-,36.176 km/h,2.HC,ME - Men Elite,224 km,GT.A.Stage,Na,Na,253,4910,Barcelona,Andorra Arcalis,n/a,1557,5.9 km solo,Na
306,11 July 2009,-,38.96 km/h,2.HC,ME - Men Elite,176.5 km,GT.A.Stage,Na,Na,170,3582,Andorra-la-Vella,Saint-Girons,n/a,1557,Sprint of small group,Na
307,12 July 2009,-,39.22 km/h,2.HC,ME - Men Elite,160.5 km,GT.A.Stage,Na,Na,110,2915,Saint-Gaudens,Tarbes,n/a,1557,Sprint à deux,Na
308,14 July 2009,-,40.7 km/h,2.HC,ME - Men Elite,194.5 km,GT.A.Stage,Na,Na,28,2076,Limoges,Issoudun,n/a,1557,Sprint of large group,Na
309,15 July 2009,-,44.666 km/h,2.HC,ME - Men Elite,192 km,GT.A.Stage,Na,Na,25,1535,Vatan,Saint-Fargeau,n/a,1557,Sprint of large group,Na
310,16 July 2009,-,43.4 km/h,2.HC,ME - Men Elite,211.5 km,GT.A.Stage,Na,Na,50,2340,Tonnerre,Vittel,n/a,1557,5.3 km solo,Na
311,17 July 2009,-,40.481 km/h,2.HC,ME - Men Elite,200 km,GT.A.Stage,Na,Na,139,3019,Vittel,Colmar,n/a,1557,50 km solo,Na
312,18 July 2009,-,42.986 km/h,2.HC,ME - Men Elite,199 km,GT.A.Stage,Na,Na,40,1709,Colmar,Besançon,n/a,1557,11 km solo,Na
313,19 July 2009,-,40.96 km/h,2.HC,ME - Men Elite,207.5 km,GT.A.Stage,Na,Na,196,3659,Pontarlier,Verbier,n/a,1557,5.7 km solo,Na
314,21 July 2009,-,37.51 km/h,2.HC,ME - Men Elite,159 km,GT.A.Stage,Na,Na,181,3895,Martigny,Bourg-Saint-Maurice,n/a,1557,2.1 km solo,Na
315,22 July 2009,-,34.6 km/h,2.HC,ME - Men Elite,169.5 km,GT.A.Stage,Na,Na,343,4781,Bourg-Saint-Maurice,Le Grand Bornand,n/a,1557,Sprint of small group,Na
316,23 July 2009,-,50.09 km/h,2.HC,ME - Men Elite,40.5 km,GT.A.Stage,Na,Na,27,344,Annecy,Annecy,n/a,1557,,Na
317,24 July 2009,-,46.32 km/h,2.HC,ME - Men Elite,178 km,GT.A.Stage,Na,Na,63,1891,Bourgoin-Jallieu,Aubenas,n/a,1557,Sprint of large group,Na
318,25 July 2009,-,35.869 km/h,2.HC,ME - Men Elite,167 km,GT.A.Stage,Na,Na,343,3767,Montélimar,Mont Ventoux,n/a,1557,Sprint à deux,Na
319,26 July 2009,-,40.61 km/h,2.HC,ME - Men Elite,164 km,GT.A.Stage,Na,Na,1,521,Montereau,Paris,n/a,1557,Sprint of large group,Na
320,05 July 2008,-,42.92 km/h,2.HC,ME - Men Elite,197.5 km,GT.A.Stage,Na,Na,51,2324,Brest,Plumelec,n/a,1520,Sprint of large group,Na
321,06 July 2008,-,43.82 km/h,2.HC,ME - Men Elite,164.5 km,GT.A.Stage,Na,Na,50,1888,Auray,Saint-Brieuc,n/a,1520,Sprint of large group,Na
322,07 July 2008,-,40.858 km/h,2.HC,ME - Men Elite,208 km,GT.A.Stage,Na,Na,13,1507,Saint Malo,Nantes,n/a,1520,Sprint of small group,Na
323,08 July 2008,-,49.12 km/h,2.HC,ME - Men Elite,29.5 km,GT.A.Stage,Na,Na,9,338,Cholet,Cholet,n/a,1520,,Na
324,09 July 2008,-,42.456 km/h,2.HC,ME - Men Elite,232 km,GT.A.Stage,Na,Na,10,1299,Cholet,Châteauroux,n/a,1520,Sprint of large group,Na
325,10 July 2008,-,39.38 km/h,2.HC,ME - Men Elite,195.5 km,GT.A.Stage,Na,Na,167,3280,Aigurande,Super Besse,n/a,1520,Sprint of large group,Na
326,11 July 2008,-,40.96 km/h,2.HC,ME - Men Elite,159 km,GT.A.Stage,Na,Na,119,2431,Brioude,Aurillac,n/a,1520,4 km solo,Na
327,12 July 2008,-,42.61 km/h,2.HC,ME - Men Elite,172.5 km,GT.A.Stage,Na,Na,48,1892,Figeac,Toulouse,n/a,1520,Sprint of large group,Na
328,13 July 2008,-,39.47 km/h,2.HC,ME - Men Elite,224 km,GT.A.Stage,Na,Na,217,3778,Toulouse,Bagnères de Bigorre,n/a,1520,30 km solo,Na
329,14 July 2008,-,36.076 km/h,2.HC,ME - Men Elite,156 km,GT.A.Stage,Na,Na,346,3794,Pau,Hautacam,n/a,1520,Sprint à deux,Na
330,16 July 2008,-,42.19 km/h,2.HC,ME - Men Elite,167.5 km,GT.A.Stage,Na,Na,148,2863,Lannemezan,Foix,n/a,1520,Sprint of small group,Na
331,17 July 2008,-,45.77 km/h,2.HC,ME - Men Elite,168.5 km,GT.A.Stage,Na,Na,12,1197,Lavelanet,Narbonne,n/a,1520,Sprint of large group,Na
332,18 July 2008,-,41.099 km/h,2.HC,ME - Men Elite,182 km,GT.A.Stage,Na,Na,19,1405,Narbonne,Nîmes,n/a,1520,Sprint of large group,Na
333,19 July 2008,-,46.1 km/h,2.HC,ME - Men Elite,194.5 km,GT.A.Stage,Na,Na,47,1726,Nîmes,Digne-les-Bains,n/a,1520,Sprint of large group,Na
334,20 July 2008,-,37.767 km/h,2.HC,ME - Men Elite,183 km,GT.A.Stage,Na,Na,237,3739,Embrun,Prato Nevoso,n/a,1520,Sprint of small group,Na
335,22 July 2008,-,34.703 km/h,2.HC,ME - Men Elite,157 km,GT.A.Stage,Na,Na,259,4174,Cuneo,Jausiers,n/a,1520,Sprint of small group,Na
336,23 July 2008,-,34.32 km/h,2.HC,ME - Men Elite,210.5 km,GT.A.Stage,Na,Na,389,5405,Embrun,l'Alpe d'Huez,n/a,1520,12.7 km solo,Na
337,24 July 2008,-,43.61 km/h,2.HC,ME - Men Elite,196.5 km,GT.A.Stage,Na,Na,75,1905,Bourg d'Oisans,Saint-Etienne,n/a,1520,Sprint à deux,Na
338,25 July 2008,-,45.73 km/h,2.HC,ME - Men Elite,165.5 km,GT.A.Stage,Na,Na,43,1814,Roanne,Montluçon,n/a,1520,Sprint à deux,Na
339,26 July 2008,-,49.55 km/h,2.HC,ME - Men Elite,53 km,GT.A.Stage,Na,Na,14,408,Cérilly,Saint-Amand-Montrond,n/a,1520,,Na
340,27 July 2008,-,37.041 km/h,2.HC,ME - Men Elite,143 km,GT.A.Stage,Na,Na,8,807,Étampes,Paris,n/a,1520,Sprint of large group,Na
341,08 July 2007,-,43.65 km/h,2.PT,ME - Men Elite,203 km,GT.A.Stage,Na,Na,27,1709,London,Canterbury,n/a,1612,Sprint of large group,Na
342,09 July 2007,-,44.27 km/h,2.PT,ME - Men Elite,168.5 km,GT.A.Stage,Na,Na,0,337,Dunkerque,Gent,n/a,1612,Sprint of large group,Na
343,10 July 2007,-,35.81 km/h,2.PT,ME - Men Elite,236.5 km,GT.A.Stage,Na,Na,12,1397,Waregem,Compiegne,n/a,1612,0.4 km solo,Na
344,11 July 2007,-,41.69 km/h,2.PT,ME - Men Elite,193 km,GT.A.Stage,Na,Na,34,1652,Villers-Cotterets,Joigny,n/a,1612,Sprint of large group,Na
345,12 July 2007,-,39.24 km/h,2.PT,ME - Men Elite,182.5 km,GT.A.Stage,Na,Na,88,2703,Chablis,Autun,n/a,1612,Sprint of large group,Na
346,13 July 2007,-,37.29 km/h,2.PT,ME - Men Elite,199.5 km,GT.A.Stage,Na,Na,20,1484,Semur-en-Auxois,Bourg-en-Bresse,n/a,1612,Sprint of large group,Na
347,14 July 2007,-,40.41 km/h,2.PT,ME - Men Elite,197.5 km,GT.A.Stage,Na,Na,199,3250,Bourg-en-Bresse,Le Grand Bornand,n/a,1612,21 km solo,Na
348,15 July 2007,-,34.18 km/h,2.PT,ME - Men Elite,165 km,GT.A.Stage,Na,Na,344,4933,Le Grand Bornand,Tignes,n/a,1612,18 km solo,Na
349,17 July 2007,-,37.62 km/h,2.PT,ME - Men Elite,159.5 km,GT.A.Stage,Na,Na,247,3458,Val-d’Isère,Briançon,n/a,1612,44 km solo,Na
350,18 July 2007,-,42.98 km/h,2.PT,ME - Men Elite,229.5 km,GT.A.Stage,Na,Na,44,1917,Tallard,Marseille,n/a,1612,Sprint of small group,Na
351,19 July 2007,-,48.06 km/h,2.PT,ME - Men Elite,182.5 km,GT.A.Stage,Na,Na,7,854,Marseille,Montpellier,n/a,1612,Sprint of large group,Na
352,20 July 2007,-,40.33 km/h,2.PT,ME - Men Elite,178.5 km,GT.A.Stage,Na,Na,74,2337,Montpellier,Castres,n/a,1612,Sprint of large group,Na
353,21 July 2007,-,47.79 km/h,2.PT,ME - Men Elite,54 km,GT.A.Stage,Na,Na,26,533,Albi,Albi,n/a,1612,,Na
354,22 July 2007,-,36.28 km/h,2.PT,ME - Men Elite,197 km,GT.A.Stage,Na,Na,371,4370,Mazamet,Plateau-de-Beille,n/a,1612,Sprint à deux,Na
355,23 July 2007,-,35.07 km/h,2.PT,ME - Men Elite,196 km,GT.A.Stage,Na,Na,369,5445,Foix,Loudenvielle-Le-Louron,n/a,1612,15 km solo,Na
356,25 July 2007,-,34.2 km/h,2.PT,ME - Men Elite,218.5 km,GT.A.Stage,Na,Na,453,6031,Orthez,Gourette - Col d'Aubisque,n/a,1612,1 km solo,Na
357,26 July 2007,-,44.52 km/h,2.PT,ME - Men Elite,188.5 km,GT.A.Stage,Na,Na,44,1734,Pau,Castelsarrasin,n/a,1612,Sprint of small group,Na
358,27 July 2007,-,40.38 km/h,2.PT,ME - Men Elite,211 km,GT.A.Stage,Na,Na,32,1938,Cahors,Angoulême,n/a,1612,Sprint of small group,Na
359,28 July 2007,-,53.56 km/h,2.PT,ME - Men Elite,55.5 km,GT.A.Stage,Na,Na,14,480,Cognac,Angoulême,n/a,1612,,Na
360,29 July 2007,-,37.91 km/h,2.PT,ME - Men Elite,146 km,GT.A.Stage,Na,Na,10,796,Marcoussis,Paris,n/a,1612,Sprint of large group,Na
361,02 July 2006,-,44.28 km/h,2.PT,ME - Men Elite,184.5 km,GT.A.Stage,Na,Na,5,913,Strasbourg,Strasbourg,n/a,1340,Sprint of large group,Na
362,03 July 2006,-,40.78 km/h,2.PT,ME - Men Elite,228.5 km,GT.A.Stage,Na,Na,65,2679,Obernai,Esch-sur-Alzette,n/a,1340,Sprint of large group,Na
363,04 July 2006,-,43.61 km/h,2.PT,ME - Men Elite,216.5 km,GT.A.Stage,Na,Na,66,2423,Esch-sur-Alzette,Valkenburg,n/a,1340,1.5 km solo,Na
364,05 July 2006,-,41.42 km/h,2.PT,ME - Men Elite,207 km,GT.A.Stage,Na,Na,20,1736,Huy,Saint-Quentin,n/a,1340,Sprint of large group,Na
365,06 July 2006,-,42.34 km/h,2.PT,ME - Men Elite,225 km,GT.A.Stage,Na,Na,22,1595,Beauvais,Caen,n/a,1340,Sprint of large group,Na
366,07 July 2006,-,45.31 km/h,2.PT,ME - Men Elite,189 km,GT.A.Stage,Na,Na,18,1378,Lisieux,Vitré,n/a,1340,Sprint of large group,Na
367,08 July 2006,-,50.55 km/h,2.PT,ME - Men Elite,52 km,GT.A.Stage,Na,Na,1,389,Saint-Grégoire,Rennes,n/a,1340,,Na
368,09 July 2006,-,42.87 km/h,2.PT,ME - Men Elite,181 km,GT.A.Stage,Na,Na,17,1465,Saint-Méen-le-Grand,Lorient,n/a,1340,31 km solo,Na
369,11 July 2006,-,47.21 km/h,2.PT,ME - Men Elite,169.5 km,GT.A.Stage,Na,Na,0,326,Bordeaux,Dax,n/a,1340,Sprint of large group,Na
370,12 July 2006,-,39.53 km/h,2.PT,ME - Men Elite,190.5 km,GT.A.Stage,Na,Na,174,3595,Cambo-les-Bains,Pau,n/a,1340,Sprint à deux,Na
371,13 July 2006,-,33.81 km/h,2.PT,ME - Men Elite,206.5 km,GT.A.Stage,Na,Na,307,5721,Tarbes,Val d'Aran - Pla-de-Beret,n/a,1340,Sprint of small group,Na
372,14 July 2006,-,46.15 km/h,2.PT,ME - Men Elite,211.5 km,GT.A.Stage,Na,Na,30,1750,Luchon,Carcassonne,n/a,1340,8 km solo,Na
373,15 July 2006,-,42.7 km/h,2.PT,ME - Men Elite,231 km,GT.A.Stage,Na,Na,18,1647,Béziers,Montélimar,n/a,1340,Sprint à deux,Na
374,16 July 2006,-,42.57 km/h,2.PT,ME - Men Elite,180.5 km,GT.A.Stage,Na,Na,76,2644,Montélimar,Gap,n/a,1340,Sprint à deux,Na
375,18 July 2006,-,38.376 km/h,2.PT,ME - Men Elite,187 km,GT.A.Stage,Na,Na,335,4442,Gap,L'Alpe d'Huez,n/a,1340,2 km solo,Na
376,19 July 2006,-,32.49 km/h,2.PT,ME - Men Elite,182 km,GT.A.Stage,Na,Na,393,5456,Le Bourg d'Oisans,La Toussuire - Les Sybelles,n/a,1340,70 km solo,Na
377,20 July 2006,-,36.53 km/h,2.PT,ME - Men Elite,200.5 km,GT.A.Stage,Na,Na,308,4356,St-Jean-de-Maurienne,Morzine,n/a,1340,126 km solo,Na
378,21 July 2006,-,46.13 km/h,2.PT,ME - Men Elite,197 km,GT.A.Stage,Na,Na,47,1751,Morzine,Mâcon,n/a,1340,Sprint of small group,Na
379,22 July 2006,-,50.48 km/h,2.PT,ME - Men Elite,57 km,GT.A.Stage,Na,Na,8,376,Le Creusot,Montceau-les-Mines,n/a,1340,,Na
380,23 July 2006,-,39.14 km/h,2.PT,ME - Men Elite,154.5 km,GT.A.Stage,Na,Na,9,376,Sceaux - Antony,Paris,n/a,1340,Sprint of large group,Na
381,02 July 2005,-,54.676 km/h,Na,ME - Men Elite,19 km,GT.A.Stage,Na,Na,0,27,Fromentine,Noirmoutier-en-l'Ile,n/a,1535,,Na
382,03 July 2005,-,47.167 km/h,Na,ME - Men Elite,182 km,GT.A.Stage,Na,Na,1,432,Challans,Les Essarts,n/a,1535,Sprint of large group,Na
383,04 July 2005,-,46.062 km/h,Na,ME - Men Elite,212 km,GT.A.Stage,Na,Na,19,1465,La Châtaigneraie,Tours,n/a,1535,Sprint of large group,Na
384,06 July 2005,-,48.584 km/h,Na,ME - Men Elite,183 km,GT.A.Stage,Na,Na,6,1018,Chambord,Montargis,n/a,1535,Sprint of large group,Na
385,07 July 2005,-,47.219 km/h,Na,ME - Men Elite,199 km,GT.A.Stage,Na,Na,41,1750,Troyes,Nancy,n/a,1535,0.9 km solo,Na
386,08 July 2005,-,45.037 km/h,Na,ME - Men Elite,228 km,GT.A.Stage,Na,Na,12,1314,Lunéville,Karlsruhe,n/a,1535,Sprint of large group,Na
387,09 July 2005,-,45.607 km/h,Na,ME - Men Elite,231 km,GT.A.Stage,Na,Na,100,2493,Pforzheim,Gérardmer,n/a,1535,Sprint à deux,Na
388,10 July 2005,-,41.32 km/h,Na,ME - Men Elite,171 km,GT.A.Stage,Na,Na,94,2805,Gérardmer,Mulhouse,n/a,1535,76 km solo,Na
389,12 July 2005,-,37.373 km/h,Na,ME - Men Elite,181 km,GT.A.Stage,Na,Na,313,4197,Brignoud,Courchevel - Altiport,n/a,1535,Sprint à deux,Na
390,13 July 2005,-,36.088 km/h,Na,ME - Men Elite,173 km,GT.A.Stage,Na,Na,261,4280,Courchevel,Briançon,n/a,1535,Sprint à deux,Na
391,14 July 2005,-,43.14 km/h,Na,ME - Men Elite,187 km,GT.A.Stage,Na,Na,148,3021,Briançon,Digne-les-Bains,n/a,1535,37 km solo,Na
392,15 July 2005,-,46.767 km/h,Na,ME - Men Elite,174 km,GT.A.Stage,Na,Na,12,1117,Miramas,Montpellier,n/a,1535,Sprint of large group,Na
393,16 July 2005,-,30.374 km/h,Na,ME - Men Elite,174 km,GT.A.Stage,Na,Na,334,4188,Agde,Ax-3 Domaines,n/a,1535,? km solo,Na
394,17 July 2005,-,33.712 km/h,Na,ME - Men Elite,206 km,GT.A.Stage,Na,Na,489,5633,Lézat-sur-Leze,Saint-Lary-Soulan (Pla d'Adet),n/a,1535,Sprint à deux,Na
395,19 July 2005,-,38.971 km/h,Na,ME - Men Elite,181 km,GT.A.Stage,Na,Na,150,3560,Mourenx,Pau,n/a,1535,Sprint of small group,Na
396,20 July 2005,-,42.19 km/h,Na,ME - Men Elite,240 km,GT.A.Stage,Na,Na,92,2830,Pau,Revel,n/a,1535,Sprint à deux,Na
397,21 July 2005,-,40.85 km/h,Na,ME - Men Elite,189 km,GT.A.Stage,Na,Na,157,2947,Albi,Mende,n/a,1535,1 km solo,Na
398,22 July 2005,-,43.367 km/h,Na,ME - Men Elite,154 km,GT.A.Stage,Na,Na,66,2344,Issoire,Le Puy en Velay,n/a,1535,1.5 km solo,Na
399,23 July 2005,-,45.982 km/h,Na,ME - Men Elite,55 km,GT.A.Stage,Na,Na,50,806,Saint-Etienne,Saint-Etienne,n/a,1535,,Na
400,24 July 2005,-,39.104 km/h,Na,ME - Men Elite,144 km,GT.A.Stage,Na,Na,7,851,Corbeil-Essonnes,Paris,n/a,1535,Sprint à deux,Na
401,04 July 2004,-,43.318 km/h,Na,ME - Men Elite,202.5 km,GT.A.Stage,Na,Na,68,2864,Liege,Charleroi,n/a,1555,Sprint of large group,Na
402,05 July 2004,-,45.699 km/h,Na,ME - Men Elite,197 km,GT.A.Stage,Na,Na,44,1852,Charleroi,Namur,n/a,1555,Sprint of large group,Na
403,06 July 2004,-,45.528 km/h,Na,ME - Men Elite,210 km,GT.A.Stage,Na,Na,18,1615,Waterloo,Wasquehal,n/a,1555,Sprint of large group,Na
404,08 July 2004,-,39.318 km/h,Na,ME - Men Elite,200.5 km,GT.A.Stage,Na,Na,37,2026,Amiens,Chartres,n/a,1555,Sprint of small group,Na
405,09 July 2004,-,42.969 km/h,Na,ME - Men Elite,196 km,GT.A.Stage,Na,Na,19,1398,Bonneval,Angers,n/a,1555,Sprint of large group,Na
406,10 July 2004,-,45.182 km/h,Na,ME - Men Elite,204.5 km,GT.A.Stage,Na,Na,52,2306,Châteaubriant,Saint-Brieuc,n/a,1555,Sprint of small group,Na
407,11 July 2004,-,43.01 km/h,Na,ME - Men Elite,168 km,GT.A.Stage,Na,Na,70,2306,Lamballe,Quimper,n/a,1555,Sprint of large group,Na
408,13 July 2004,-,45.229 km/h,Na,ME - Men Elite,160.5 km,GT.A.Stage,Na,Na,96,2000,Saint-Léonard-de-Noblat ,Guéret,n/a,1555,Sprint of large group,Na
409,14 July 2004,-,39.456 km/h,Na,ME - Men Elite,237 km,GT.A.Stage,Na,Na,258,4500,Limoges,Saint-Flour,n/a,1555,67 km solo,Na
410,15 July 2004,-,41.878 km/h,Na,ME - Men Elite,164 km,GT.A.Stage,Na,Na,175,3248,Saint-Flour,Figeac,n/a,1555,9 km solo,Na
411,16 July 2004,-,38.98 km/h,Na,ME - Men Elite,197.5 km,GT.A.Stage,Na,Na,344,3867,Castelsarrasin,La Mongie,n/a,1555,Sprint à deux,Na
412,17 July 2004,-,33.815 km/h,Na,ME - Men Elite,205.5 km,GT.A.Stage,Na,Na,560,5500,Lannemezan,Plateau de Beille,n/a,1555,Sprint à deux,Na
413,18 July 2004,-,44.68 km/h,Na,ME - Men Elite,192.5 km,GT.A.Stage,Na,Na,38,1808,Carcassonne,Nîmes,n/a,1555,5 km solo,Na
414,20 July 2004,-,38.61 km/h,Na,ME - Men Elite,180.5 km,GT.A.Stage,Na,Na,367,4818,Valréas,Villard de Lans,n/a,1555,Sprint of small group,Na
415,21 July 2004,-,23.436 km/h,Na,ME - Men Elite,15.5 km,GT.A.Stage,Na,Na,249,1384,Bourg d'Oisans,L'Alpe d'Huez,n/a,1555,,Na
416,22 July 2004,-,32.996 km/h,Na,ME - Men Elite,204.5 km,GT.A.Stage,Na,Na,505,6000,Bourg d'Oisans,Le Grand Bornand,n/a,1555,Sprint of small group,Na
417,23 July 2004,-,40.934 km/h,Na,ME - Men Elite,166.5 km,GT.A.Stage,Na,Na,167,2500,Annemasse,Lons le Saunier,n/a,1555,Sprint à deux,Na
418,24 July 2004,-,49.389 km/h,Na,ME - Men Elite,55 km,GT.A.Stage,Na,Na,89,1042,Besançon,Besançon,n/a,1555,,Na
419,25 July 2004,-,39.367 km/h,Na,ME - Men Elite,163 km,GT.A.Stage,Na,Na,25,1453,Montereau,Paris,n/a,1555,Sprint of large group,Na
420,06 July 2003,-,44.89 km/h,Na,ME - Men Elite,168 km,GT.A.Stage,Na,Na,31,1476,Saint-Denis-Montgeron,Meaux,n/a,1688,Sprint of large group,Na
421,07 July 2003,-,40.026 km/h,Na,ME - Men Elite,204.5 km,GT.A.Stage,Na,Na,73,2461,La Ferté-sous-Jouarre,Sedan,n/a,1688,Sprint of large group,Na
422,08 July 2003,-,48.399 km/h,Na,ME - Men Elite,167.5 km,GT.A.Stage,Na,Na,32,1605,Charleville-Mézières,Saint-Dizier,n/a,1688,Sprint of large group,Na
423,10 July 2003,-,47.201 km/h,Na,ME - Men Elite,196.5 km,GT.A.Stage,Na,Na,49,2316,Troyes,Nevers,n/a,1688,Sprint of large group,Na
424,11 July 2003,-,44.72 km/h,Na,ME - Men Elite,230 km,GT.A.Stage,Na,Na,69,2000,Nevers,Lyon,n/a,1688,Sprint of large group,Na
425,12 July 2003,-,37.782 km/h,Na,ME - Men Elite,230.5 km,GT.A.Stage,Na,Na,340,4500,Lyon,Morzine,n/a,1688,26 km solo,Na
426,13 July 2003,-,36.755 km/h,Na,ME - Men Elite,219 km,GT.A.Stage,Na,Na,550,5500,Sallanches,L'Alpe d'Huez,n/a,1688,9 km solo,Na
427,14 July 2003,-,36.656 km/h,Na,ME - Men Elite,184.5 km,GT.A.Stage,Na,Na,314,4500,Bourg d'Oisans,Gap,n/a,1688,7 km solo,Na
428,15 July 2003,-,42.546 km/h,Na,ME - Men Elite,219.5 km,GT.A.Stage,Na,Na,100,2000,Gap,Marseille,n/a,1688,Sprint à deux,Na
429,17 July 2003,-,43.951 km/h,Na,ME - Men Elite,153.5 km,GT.A.Stage,Na,Na,61,1858,Narbonne,Toulouse,n/a,1688,14 km solo,Na
430,18 July 2003,-,48.178 km/h,Na,ME - Men Elite,47 km,GT.A.Stage,Na,Na,49,712,Gaillac,Cap Découverte,n/a,1688,,Na
431,19 July 2003,-,37.48 km/h,Na,ME - Men Elite,197.5 km,GT.A.Stage,Na,Na,496,4000,Toulouse,Ax-3 Domaines,n/a,1688,9 km solo,Na
432,20 July 2003,-,34.622 km/h,Na,ME - Men Elite,191.5 km,GT.A.Stage,Na,Na,498,5000,Saint-Girons,Loudenvielle-Le-Louron,n/a,1688,Sprint of small group,Na
433,21 July 2003,-,35.52 km/h,Na,ME - Men Elite,159.5 km,GT.A.Stage,Na,Na,564,4500,Bagnères-de-Bigorre,Luz-Ardiden,n/a,1688,4 km solo,Na
434,23 July 2003,-,39.542 km/h,Na,ME - Men Elite,197.5 km,GT.A.Stage,Na,Na,243,4000,Pau,Bayonne,n/a,1688,96 km solo,Na
435,24 July 2003,-,46.334 km/h,Na,ME - Men Elite,181 km,GT.A.Stage,Na,Na,7,808,Dax,Bordeaux,n/a,1688,17 km solo,Na
436,25 July 2003,-,49.94 km/h,Na,ME - Men Elite,202.5 km,GT.A.Stage,Na,Na,16,1678,Bordeaux,Saint-Maixent-l'Ecole,n/a,1688,Sprint of small group,Na
437,26 July 2003,-,54.361 km/h,Na,ME - Men Elite,49 km,GT.A.Stage,Na,Na,12,395,Pornic,Nantes,n/a,1688,,Na
438,27 July 2003,-,41.679 km/h,Na,ME - Men Elite,152 km,GT.A.Stage,Na,Na,7,757,Ville d'Avray,Paris,n/a,1688,Sprint of large group,Na
439,07 July 2002,-,39.929 km/h,Na,ME - Men Elite,192.5 km,GT.A.Stage,Na,Na,165,3000,Luxembourg,Luxembourg,n/a,1489,1 km solo,Na
440,08 July 2002,-,41.793 km/h,Na,ME - Men Elite,181 km,GT.A.Stage,Na,Na,99,2860,Luxembourg,Saarbrücken,n/a,1489,Sprint of large group,Na
441,09 July 2002,-,41.283 km/h,Na,ME - Men Elite,174.5 km,GT.A.Stage,Na,Na,21,1351,Metz,Reims,n/a,1489,Sprint of large group,Na
442,11 July 2002,-,46.14 km/h,Na,ME - Men Elite,195 km,GT.A.Stage,Na,Na,22,1503,Soissons,Rouen,n/a,1489,Sprint of small group,Na
443,12 July 2002,-,45.493 km/h,Na,ME - Men Elite,199.5 km,GT.A.Stage,Na,Na,36,2081,Forges-les-Eaux,Alencon,n/a,1489,Sprint of large group,Na
444,13 July 2002,-,42.083 km/h,Na,ME - Men Elite,176 km,GT.A.Stage,Na,Na,70,2234,Bagnoles De l'Orne,Avranches,n/a,1489,Sprint à deux,Na
445,14 July 2002,-,47.135 km/h,Na,ME - Men Elite,217.5 km,GT.A.Stage,Na,Na,89,2436,Saint-Martin-de-Landelles,Plouay,n/a,1489,Sprint of small group,Na
446,15 July 2002,-,50.067 km/h,Na,ME - Men Elite,52 km,GT.A.Stage,Na,Na,24,616,Lanester,Lorient,n/a,1489,,Na
447,17 July 2002,-,48.93 km/h,Na,ME - Men Elite,147 km,GT.A.Stage,Na,Na,54,1183,Bazas,Pau,n/a,1489,7 km solo,Na
448,18 July 2002,-,36.19 km/h,Na,ME - Men Elite,158 km,GT.A.Stage,Na,Na,393,4000,Pau,La Mongie,n/a,1489,0.4 km solo,Na
449,19 July 2002,-,33.21 km/h,Na,ME - Men Elite,199.5 km,GT.A.Stage,Na,Na,557,5000,Lannemezan,Plateau de Beille,n/a,1489,6 km solo,Na
450,20 July 2002,-,41.321 km/h,Na,ME - Men Elite,171 km,GT.A.Stage,Na,Na,62,2180,Lavelanet,Béziers,n/a,1489,Sprint of small group,Na
451,21 July 2002,-,38.61 km/h,Na,ME - Men Elite,221 km,GT.A.Stage,Na,Na,380,4000,Lodève,Mont Ventoux,n/a,1489,10.5 km solo,Na
