,year,stage,name,team_name,timing
62,1995,Prologue : Saint-Brieuc > Saint-Brieuc,TRISTAN HOFFMAN,TVM-POLIS DIRECT,00H 09' 37''
63,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ANDREA PERON,MOTOROLA,00H 09' 37''
64,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FERNANDO ESCARTIN,MAPEI-GB,00H 09' 38''
65,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MARC WAUTERS,NOVELL,00H 09' 38''
66,1995,Prologue : Saint-Brieuc > Saint-Brieuc,CARLO BOMANS,MAPEI-GB,00H 09' 39''
67,1995,Prologue : Saint-Brieuc > Saint-Brieuc,DIDIER ROUS,GAN,00H 09' 39''
68,1995,Prologue : Saint-Brieuc > Saint-Brieuc,SILVIO MARTINELLO,MERCATONE UNO-SAECO,00H 09' 39''
69,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MARCELLO SIBONI,CARRERA-TASSONI,00H 09' 39''
70,1995,Prologue : Saint-Brieuc > Saint-Brieuc,PASCAL HERVE,FESTINA WATCHES,00H 09' 40''
71,1995,Prologue : Saint-Brieuc > Saint-Brieuc,CHRISTOPHE CAPELLE,GAN,00H 09' 41''
72,1995,Prologue : Saint-Brieuc > Saint-Brieuc,RUDY VERDONCK,LOTTO-ISOGLASS,00H 09' 41''
73,1995,Prologue : Saint-Brieuc > Saint-Brieuc,BJARNE RIIS,GEWISS-BALLAN,00H 09' 41''
74,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FRANCO VONA,MG-TECHNOGYM,00H 09' 41''
75,1995,Prologue : Saint-Brieuc > Saint-Brieuc,LAURENT DUFAUX,FESTINA WATCHES,00H 09' 41''
76,1995,Prologue : Saint-Brieuc > Saint-Brieuc,NICOLA LODA,MG-TECHNOGYM,00H 09' 42''
77,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ALEXANDER GONTCHENKOV,LAMPRE-PANARIA,00H 09' 42''
78,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ENRICO ZAINA,CARRERA-TASSONI,00H 09' 42''
79,1995,Prologue : Saint-Brieuc > Saint-Brieuc,LEON VAN BON,NOVELL,00H 09' 42''
80,1995,Prologue : Saint-Brieuc > Saint-Brieuc,STEVE BAUER,MOTOROLA,00H 09' 43''
81,1995,Prologue : Saint-Brieuc > Saint-Brieuc,STEFANO COLAGE,TELECOM-ZG-SELLE ITALIA,00H 09' 43''
82,1995,Prologue : Saint-Brieuc > Saint-Brieuc,KASPARS OZERS,MOTOROLA,00H 09' 43''
83,1995,Prologue : Saint-Brieuc > Saint-Brieuc,WLADIMIR BELLI,LAMPRE-PANARIA,00H 09' 43''
84,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GILLES TALMANT,CASTORAMA,00H 09' 43''
85,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FRANCISCO CABELLO,KELME-AVIANCA,00H 09' 43''
86,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ERIK DEKKER,NOVELL,00H 09' 44''
87,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GIUSEPPE LOMBARDI,TEAM POLTI,00H 09' 44''
88,1995,Prologue : Saint-Brieuc > Saint-Brieuc,JELLE NIJDAM,TVM-POLIS DIRECT,00H 09' 44''
89,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MAURIZIO FONDRIEST,LAMPRE-PANARIA,00H 09' 44''
90,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ZENON JASKULA,AKI-GIPIEMME,00H 09' 44''
91,1995,Prologue : Saint-Brieuc > Saint-Brieuc,DENIS ZANETTE,AKI-GIPIEMME,00H 09' 45''
92,1995,Prologue : Saint-Brieuc > Saint-Brieuc,HERMINIO DIAZ ZABALA,ONCE,00H 09' 45''
93,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FRANS MAASSEN,NOVELL,00H 09' 46''
94,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FRANCESCO FRATTINI,GEWISS-BALLAN,00H 09' 46''
95,1995,Prologue : Saint-Brieuc > Saint-Brieuc,DJAMOLIDINE ABDOUJAPAROV,NOVELL,00H 09' 46''
96,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FABIO BALDATO,MG-TECHNOGYM,00H 09' 47''
97,1995,Prologue : Saint-Brieuc > Saint-Brieuc,BRUNO CENGHIALTA,GEWISS-BALLAN,00H 09' 47''
98,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ANDREA TAFI,MAPEI-GB,00H 09' 47''
99,1995,Prologue : Saint-Brieuc > Saint-Brieuc,BO HAMBURGER,TVM-POLIS DIRECT,00H 09' 48''
100,1995,Prologue : Saint-Brieuc > Saint-Brieuc,WILFRIED NELISSEN,LOTTO-ISOGLASS,00H 09' 49''
101,1995,Prologue : Saint-Brieuc > Saint-Brieuc,JAAN KIRSIPUU,CHAZAL-MBK-KONIG,00H 09' 49''
102,1995,Prologue : Saint-Brieuc > Saint-Brieuc,JEAN-FRANÇOIS BERNARD,CHAZAL-MBK-KONIG,00H 09' 49''
103,1995,Prologue : Saint-Brieuc > Saint-Brieuc,SEAN YATES,MOTOROLA,00H 09' 49''
104,1995,Prologue : Saint-Brieuc > Saint-Brieuc,LUIS DIAZ DE OTAZU,ONCE,00H 09' 49''
105,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MARCO PANTANI,CARRERA-TASSONI,00H 09' 50''
106,1995,Prologue : Saint-Brieuc > Saint-Brieuc,BEAT ZBERG,CARRERA-TASSONI,00H 09' 50''
107,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MARIO SCIREA,TEAM POLTI,00H 09' 51''
108,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FRANÇOIS SIMON,CASTORAMA,00H 09' 51''
109,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ROBERTO PETITO,MERCATONE UNO-SAECO,00H 09' 51''
110,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FABIAN JEKER,FESTINA WATCHES,00H 09' 51''
111,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ROBERTO CONTI,LAMPRE-PANARIA,00H 09' 52''
112,1995,Prologue : Saint-Brieuc > Saint-Brieuc,OLAF LUDWIG,TELECOM-ZG-SELLE ITALIA,00H 09' 52''
113,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MAXIMILIAN SCIANDRI,MG-TECHNOGYM,00H 09' 52''
114,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ALBERTO ELLI,MG-TECHNOGYM,00H 09' 53''
115,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ANGEL YESID CAMARGO OCHOA,KELME-AVIANCA,00H 09' 53''
116,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ERIK ZABEL,TELECOM-ZG-SELLE ITALIA,00H 09' 53''
117,1995,Prologue : Saint-Brieuc > Saint-Brieuc,HECTOR CASTANO,KELME-AVIANCA,00H 09' 53''
118,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GIANLUCA BORTOLAMI,MAPEI-GB,00H 09' 54''
119,1995,Prologue : Saint-Brieuc > Saint-Brieuc,JENS HEPPNER,TELECOM-ZG-SELLE ITALIA,00H 09' 54''
120,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ROLF JAERMANN,MG-TECHNOGYM,00H 09' 54''
121,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ALVARO MEJIA,MOTOROLA,00H 09' 55''
122,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FRÉDÉRIC MONCASSIN,NOVELL,00H 09' 55''
123,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FAUSTO DOTTI,BRESCIALAT,00H 09' 55''
124,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GUIDO BONTEMPI,GEWISS-BALLAN,00H 09' 55''
125,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FABIO CASARTELLI,MOTOROLA,00H 09' 56''
126,1995,Prologue : Saint-Brieuc > Saint-Brieuc,HERNÁN BUENAHORA GUTIERREZ,KELME-AVIANCA,00H 09' 56''
127,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MARIO CHIESA,CARRERA-TASSONI,00H 09' 56''
128,1995,Prologue : Saint-Brieuc > Saint-Brieuc,DARIO BOTTARO,GEWISS-BALLAN,00H 09' 56''
129,1995,Prologue : Saint-Brieuc > Saint-Brieuc,PAOLO LANFRANCHI,BRESCIALAT,00H 09' 57''
130,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MAURO RADAELLI,BRESCIALAT,00H 09' 58''
131,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GEORG TOTSCHNIG,TEAM POLTI,00H 09' 58''
132,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ANGEL EDO ALSINA,KELME-AVIANCA,00H 09' 58''
133,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ANDREI TCHMIL,LOTTO-ISOGLASS,00H 09' 58''
134,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GIAN MATTEO FAGNINI,MERCATONE UNO-SAECO,00H 09' 58''
135,1995,Prologue : Saint-Brieuc > Saint-Brieuc,VLADIMIR POULNIKOV,TELECOM-ZG-SELLE ITALIA,00H 09' 58''
136,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GIANNI BUGNO,MG-TECHNOGYM,00H 09' 59''
137,1995,Prologue : Saint-Brieuc > Saint-Brieuc,JEROEN BLIJLEVENS,TVM-POLIS DIRECT,00H 09' 59''
138,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MARCO SERPELLINI,LAMPRE-PANARIA,00H 09' 59''
139,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FLAVIO VANZELLA,MG-TECHNOGYM,00H 09' 59''
140,1995,Prologue : Saint-Brieuc > Saint-Brieuc,JOSÉ ANGEL VIDAL,KELME-AVIANCA,00H 10' 00''
141,1995,Prologue : Saint-Brieuc > Saint-Brieuc,HERMAN FRISON,LOTTO-ISOGLASS,00H 10' 01''
142,1995,Prologue : Saint-Brieuc > Saint-Brieuc,JAN SVORADA,LAMPRE-PANARIA,00H 10' 01''
143,1995,Prologue : Saint-Brieuc > Saint-Brieuc,RICHARD VIRENQUE,FESTINA WATCHES,00H 10' 02''
144,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MASSIMO PODENZANA,BRESCIALAT,00H 10' 03''
145,1995,Prologue : Saint-Brieuc > Saint-Brieuc,STEPHEN HODGE,FESTINA WATCHES,00H 10' 03''
146,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MAURO BETTIN,AKI-GIPIEMME,00H 10' 03''
147,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GÉRARD RUE,BANESTO,00H 10' 03''
148,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ERIC VANDERAERDEN,BRESCIALAT,00H 10' 03''
149,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ARVIS PIZIKS,NOVELL,00H 10' 05''
150,1995,Prologue : Saint-Brieuc > Saint-Brieuc,RENÉ FOUCACHON,AKI-GIPIEMME,00H 10' 05''
151,1995,Prologue : Saint-Brieuc > Saint-Brieuc,NELSON RODRIGUEZ,TELECOM-ZG-SELLE ITALIA,00H 10' 05''
152,1995,Prologue : Saint-Brieuc > Saint-Brieuc,DIMITRI KONYSHEV,AKI-GIPIEMME,00H 10' 06''
153,1995,Prologue : Saint-Brieuc > Saint-Brieuc,PETER FARAZIJN,LOTTO-ISOGLASS,00H 10' 06''
154,1995,Prologue : Saint-Brieuc > Saint-Brieuc,THOMAS DAVY,BANESTO,00H 10' 06''
155,1995,Prologue : Saint-Brieuc > Saint-Brieuc,EVGUENI BERZIN,GEWISS-BALLAN,00H 10' 07''
156,1995,Prologue : Saint-Brieuc > Saint-Brieuc,AITOR GARMENDIA,BANESTO,00H 10' 07''
157,1995,Prologue : Saint-Brieuc > Saint-Brieuc,CARMELO MIRANDA,BANESTO,00H 10' 07''
158,1995,Prologue : Saint-Brieuc > Saint-Brieuc,EROS POLI,MERCATONE UNO-SAECO,00H 10' 08''
159,1995,Prologue : Saint-Brieuc > Saint-Brieuc,JOHAN MUSEEUW,MAPEI-GB,00H 10' 09''
160,1995,Prologue : Saint-Brieuc > Saint-Brieuc,JESPER SKIBBY,TVM-POLIS DIRECT,00H 10' 09''
161,1995,Prologue : Saint-Brieuc > Saint-Brieuc,SAMMIE MOREELS,LOTTO-ISOGLASS,00H 10' 10''
162,1995,Prologue : Saint-Brieuc > Saint-Brieuc,DANTE REZZE,AKI-GIPIEMME,00H 10' 10''
163,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MAARTEN DEN BAKKER,TVM-POLIS DIRECT,00H 10' 10''
164,1995,Prologue : Saint-Brieuc > Saint-Brieuc,FRANÇOIS LEMARCHAND,GAN,00H 10' 10''
165,1995,Prologue : Saint-Brieuc > Saint-Brieuc,HENDRIK REDANT,TVM-POLIS DIRECT,00H 10' 11''
166,1995,Prologue : Saint-Brieuc > Saint-Brieuc,EMMANUEL MAGNIEN,CASTORAMA,00H 10' 12''
167,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GILLES BOUVARD,CHAZAL-MBK-KONIG,00H 10' 13''
168,1995,Prologue : Saint-Brieuc > Saint-Brieuc,OSCAR PELLICIOLI,TEAM POLTI,00H 10' 14''
169,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MARIO MANZONI,BRESCIALAT,00H 10' 15''
170,1995,Prologue : Saint-Brieuc > Saint-Brieuc,BART VOSKAMP,TVM-POLIS DIRECT,00H 10' 16''
171,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MASSIMILIANO LELLI,MERCATONE UNO-SAECO,00H 10' 16''
172,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GILLES DELION,CHAZAL-MBK-KONIG,00H 10' 17''
173,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ANGELO LECCHI,BRESCIALAT,00H 10' 18''
174,1995,Prologue : Saint-Brieuc > Saint-Brieuc,GIANCARLO PERINI,BRESCIALAT,00H 10' 18''
175,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ERIC BOYER,TEAM POLTI,00H 10' 20''
176,1995,Prologue : Saint-Brieuc > Saint-Brieuc,THIERRY GOUVENOU,GAN,00H 10' 21''
177,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MARIO DECLERCQ,LOTTO-ISOGLASS,00H 10' 23''
178,1995,Prologue : Saint-Brieuc > Saint-Brieuc,BRUNO CORNILLET,CHAZAL-MBK-KONIG,00H 10' 23''
179,1995,Prologue : Saint-Brieuc > Saint-Brieuc,ALBERTO VOLPI,GEWISS-BALLAN,00H 10' 26''
180,1995,Prologue : Saint-Brieuc > Saint-Brieuc,PETER DECLERCQ,LOTTO-ISOGLASS,00H 10' 31''
181,1995,Prologue : Saint-Brieuc > Saint-Brieuc,LAUDELINO CUBINO GONZALEZ,KELME-AVIANCA,00H 10' 35''
182,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MIGUEL ARROYO,CHAZAL-MBK-KONIG,00H 10' 36''
183,1995,Prologue : Saint-Brieuc > Saint-Brieuc,JEAN-PIERRE BOURGEOT,CHAZAL-MBK-KONIG,00H 10' 39''
184,1995,Prologue : Saint-Brieuc > Saint-Brieuc,MARINO ALONSO,BANESTO,00H 10' 57''
185,1995,Prologue : Saint-Brieuc > Saint-Brieuc,SERGIO BARBERO,CARRERA-TASSONI,00H 11' 24''
1,1995,Stage 1 : Dinan > Lannion,FABIO BALDATO,MG-TECHNOGYM,05H 49' 18''
2,1995,Stage 1 : Dinan > Lannion,LAURENT JALABERT,ONCE,05H 49' 18''
3,1995,Stage 1 : Dinan > Lannion,DJAMOLIDINE ABDOUJAPAROV,NOVELL,05H 49' 18''
4,1995,Stage 1 : Dinan > Lannion,ANDREA FERRIGATO,TELECOM-ZG-SELLE ITALIA,05H 49' 18''
5,1995,Stage 1 : Dinan > Lannion,GIUSEPPE LOMBARDI,TEAM POLTI,05H 49' 18''
6,1995,Stage 1 : Dinan > Lannion,TONY ROMINGER,MAPEI-GB,05H 49' 18''
7,1995,Stage 1 : Dinan > Lannion,JOHAN MUSEEUW,MAPEI-GB,05H 49' 18''
8,1995,Stage 1 : Dinan > Lannion,BRUNO THIBOUT,CASTORAMA,05H 49' 18''
9,1995,Stage 1 : Dinan > Lannion,BJARNE RIIS,GEWISS-BALLAN,05H 49' 18''
10,1995,Stage 1 : Dinan > Lannion,ALEXANDER GONTCHENKOV,LAMPRE-PANARIA,05H 49' 18''
11,1995,Stage 1 : Dinan > Lannion,FRANÇOIS SIMON,CASTORAMA,05H 49' 18''
12,1995,Stage 1 : Dinan > Lannion,MIGUEL INDURAIN,BANESTO,05H 49' 18''
13,1995,Stage 1 : Dinan > Lannion,LAURENT BROCHARD,FESTINA WATCHES,05H 49' 18''
14,1995,Stage 1 : Dinan > Lannion,ALVARO MEJIA,MOTOROLA,05H 49' 18''
15,1995,Stage 1 : Dinan > Lannion,JEAN-CYRIL ROBIN,FESTINA WATCHES,05H 49' 18''
16,1995,Stage 1 : Dinan > Lannion,EVGUENI BERZIN,GEWISS-BALLAN,05H 49' 18''
17,1995,Stage 1 : Dinan > Lannion,ALEX ZULLE,ONCE,05H 49' 18''
18,1995,Stage 1 : Dinan > Lannion,ANDREI TCHMIL,LOTTO-ISOGLASS,05H 49' 18''
19,1995,Stage 1 : Dinan > Lannion,ERIK ZABEL,TELECOM-ZG-SELLE ITALIA,05H 49' 18''
20,1995,Stage 1 : Dinan > Lannion,DIRK BALDINGER,TEAM POLTI,05H 49' 18''
21,1995,Stage 1 : Dinan > Lannion,MELCHOR MAURI,ONCE,05H 49' 18''
22,1995,Stage 1 : Dinan > Lannion,LANCE ARMSTRONG,MOTOROLA,05H 49' 18''
23,1995,Stage 1 : Dinan > Lannion,LAURENT DUFAUX,FESTINA WATCHES,05H 49' 18''
24,1995,Stage 1 : Dinan > Lannion,ANDREA TAFI,MAPEI-GB,05H 49' 18''
25,1995,Stage 1 : Dinan > Lannion,RICHARD VIRENQUE,FESTINA WATCHES,05H 49' 18''
26,1995,Stage 1 : Dinan > Lannion,MAXIMILIAN SCIANDRI,MG-TECHNOGYM,05H 49' 18''
27,1995,Stage 1 : Dinan > Lannion,THIERRY LAURENT,CASTORAMA,05H 49' 18''
28,1995,Stage 1 : Dinan > Lannion,ARSENIO GONZALEZ,MAPEI-GB,05H 49' 18''
29,1995,Stage 1 : Dinan > Lannion,ARVIS PIZIKS,NOVELL,05H 49' 18''
30,1995,Stage 1 : Dinan > Lannion,JOHAN BRUYNEEL,ONCE,05H 49' 18''
31,1995,Stage 1 : Dinan > Lannion,MARCO PANTANI,CARRERA-TASSONI,05H 49' 18''
32,1995,Stage 1 : Dinan > Lannion,LAURENT MADOUAS,CASTORAMA,05H 49' 18''
33,1995,Stage 1 : Dinan > Lannion,CLAUDIO CHIAPPUCCI,CARRERA-TASSONI,05H 49' 18''
34,1995,Stage 1 : Dinan > Lannion,GIANNI BUGNO,MG-TECHNOGYM,05H 49' 18''
35,1995,Stage 1 : Dinan > Lannion,FRANCISCO JAVIER MAULEON,MAPEI-GB,05H 49' 18''
36,1995,Stage 1 : Dinan > Lannion,BO HAMBURGER,TVM-POLIS DIRECT,05H 49' 18''
37,1995,Stage 1 : Dinan > Lannion,BEAT ZBERG,CARRERA-TASSONI,05H 49' 18''
38,1995,Stage 1 : Dinan > Lannion,JACKY DURAND,CASTORAMA,05H 49' 18''
39,1995,Stage 1 : Dinan > Lannion,JENS HEPPNER,TELECOM-ZG-SELLE ITALIA,05H 49' 18''
40,1995,Stage 1 : Dinan > Lannion,EDDY BOUWMANS,NOVELL,05H 49' 18''
41,1995,Stage 1 : Dinan > Lannion,FRANÇOIS LEMARCHAND,GAN,05H 49' 18''
42,1995,Stage 1 : Dinan > Lannion,THIERRY MARIE,CASTORAMA,05H 49' 18''
43,1995,Stage 1 : Dinan > Lannion,YVON LEDANOIS,GAN,05H 49' 18''
44,1995,Stage 1 : Dinan > Lannion,JEAN-FRANÇOIS BERNARD,CHAZAL-MBK-KONIG,05H 49' 18''
45,1995,Stage 1 : Dinan > Lannion,VICENTE APARICIO VILA,BANESTO,05H 49' 18''
46,1995,Stage 1 : Dinan > Lannion,FRANKIE ANDREU,MOTOROLA,05H 49' 18''
