,place_name,coordinate_x,coordinate_y
2,Châteaudun ,48.07022979992088,1.3284947999999999
3,Château,47.82630579997874,-0.7066665
4,Châteauneuf,43.38042930054192,5.1646417
5,Châteaurenard ,43.8820448005362,4.85568
6,Châteauroux ,46.8047000002005,1.6957099
7,Château,49.04573619968101,3.4027110999999994
8,Châtellerault ,46.818004700197875,0.545812
9,Châtenay,48.76704039975011,2.2775315999999997
10,Châtillon ,48.79977559974197,2.2897123999999995
11,Châtillon,47.86074669997067,4.574913899999999
12,Chatou ,48.88970439971966,2.1573694999999997
13,Chaumont ,48.11113239991107,5.1395849
14,Chauny ,49.61489449954214,3.2189506
15,Chauvigny ,46.569504800245404,0.6439464
16,Chaville ,48.808691499739766,2.1883487
17,Chelles ,48.878380399722495,2.590549
18,Chennevières,48.7965000997428,2.5304419999999994
19,Chenôve ,47.293200000099304,5.00308
0,Cherbourg,49.642534299535576,-1.6249565
1,Chevigny,47.297710600098334,5.138221800000001
2,Chevilly,48.77141529974903,2.3469255
3,Chiconi ,-12.836231100195622,45.1127841
4,Chilly,48.7026160997661,2.3123581999999994
5,Chinon ,47.16671820012646,0.24020949999999996
6,Choisy,48.7630237997511,2.4093664000000006
7,Cholet ,47.061729300148514,-0.8801349
8,Cilaos ,-21.1360575002928,55.472514999999994
9,Clamart ,48.800367999741844,2.2630291999999996
10,Clamecy ,47.45988950006263,3.5187552
11,Claye,48.94608709970569,2.6883702999999994
12,Clermont ,49.37809209959933,2.4141907
13,Clichy ,48.902599999716465,2.3055099999999995
14,Clichy,48.91093899971442,2.5460721999999993
15,Cluny ,46.433913800270076,4.657570799999999
16,Cluses ,46.060317100333066,6.580421799999999
17,Cognac ,45.69316470038739,-0.3250175
18,Colombes ,48.92278799971147,2.2543577
19,Colomiers ,43.61210010054112,1.3282149
0,Combs,48.66469939977548,2.5648769999999996
1,Comines ,50.76532649929195,3.0066318999999995
2,Comines,50.76830549929136,3.0001174999999995
3,Commercy ,48.763202999751044,5.5914753
4,Compiègne ,49.417949699589606,2.8263171
5,Concarneau ,47.875701699967145,-3.922388899999999
6,Condé,50.44834149935474,3.5928883000000003
7,Condom ,43.956456300534064,0.3745929
8,Conflans,48.993879099693864,2.0949768
9,Corbeil,48.61377339978809,2.4818086999999998
10,Cormeilles,48.9759636996983,2.1998877
11,Corte ,42.30529040050679,9.1511935
12,Cosne,47.411561300073366,2.9273936999999997
13,Coudekerque,51.02087799924584,2.3894321
14,Couëron ,47.21150540011692,-1.7271465999999998
15,Coulommiers ,48.81213009973891,3.0843817999999996
16,Courbevoie ,48.895332799718275,2.2561602
17,Courcouronnes ,48.61762379978712,2.4087212
18,Cournon,45.73911400038102,3.1961892999999995
19,Courrières ,50.45209999935398,2.94621
0,Coutances ,49.04779199968052,-1.4454857
1,Couzeix ,45.87892140036086,1.2379651999999999
2,Creil ,49.26079139962799,2.4733770999999996
3,Crépy,49.23585089963412,2.8900506999999998
4,Créteil ,48.77714859974759,2.4530731
5,Creutzwald ,49.205300899641614,6.696245099999999
6,Croix ,50.68021239930821,3.1564365
7,Cugnaux ,43.53699360054172,1.3457537000000002
8,Cusset ,46.13242390032148,3.4602735999999994
9,Dammarie,48.51508759981245,2.6347018
10,Dax ,43.70840650053986,-1.0518770999999998
11,Deauville ,49.359999999603716,0.0752778
12,Decazeville ,44.558514800504334,2.2542070999999995
13,Décines,45.77360600037615,4.9633313999999995
14,Denain ,50.32709259938022,3.3943728999999996
15,Deshaies ,16.306162700059414,-61.793897400000006
16,Deuil,48.97564229969836,2.3275141
17,Déville,49.4695337995771,1.0495889
18,Dieppe ,49.9246181994695,1.0791444
19,Digne,44.09181440052933,6.2351431
0,Dinan ,48.4539774998275,-2.047687
1,Dinard ,48.632037899783555,-2.0580178
2,Dives,49.28664169962166,-0.1001559
3,Dole ,47.09210470014219,5.4925463
4,Domont ,49.02855359968527,2.3278096999999995
5,Douai ,50.36756769937165,3.0804641
6,Douarnenez ,48.09444589991507,-4.3311243
7,Douchy,50.29888839938625,3.3909157999999997
8,Doué,47.193793500120705,-0.27619170000000004
9,Dourdan ,48.528844199809086,2.0153688999999995
10,Dozulé ,49.23145959963521,-0.04474569999999999
11,Draguignan ,43.53746620054171,6.462733299999999
12,Drancy ,48.922980299711426,2.4455200999999995
13,Draveil ,48.68515139977042,2.4083575999999995
14,Dreux ,48.73588069975784,1.3684254
15,Ducos ,14.57432469985704,-60.9719008
16,Dugny ,48.95381549970378,2.414733
17,Dzaoudzi ,-12.78215100019034,45.25569229999999
18,Eaubonne ,48.99066959969464,2.2794325999999994
19,Échirolles ,45.14370000045391,5.71927
0,Écully ,45.775449800375874,4.7785644
1,Élancourt ,48.76811819974985,1.9493520000000002
2,Elbeuf ,49.28710859962156,1.0108998
3,Embrun ,44.56417640050396,6.495818900000001
4,Enghien,48.96997319969978,2.3068481999999997
5,Épernay ,49.0425609996818,3.9528655
6,Épinal ,48.17476839989568,6.4503643
7,Épinay,48.687699999769784,2.5161999999999995
8,Épinay,48.67256219977352,2.324446
9,Épinay,48.95251809970411,2.3145039
10,Éragny,49.01921779968758,2.0910817
11,Ermont ,48.991767599694384,2.2585678999999996
12,Ernée ,48.296793499866034,-0.9351068999999997
13,Étampes ,48.434462099832324,2.1614464
14,Étaples ,50.513955199341275,1.6386252
15,Évreux ,49.026890299685675,1.1510164
16,Évry ,48.62416649978552,2.4289667
17,Eysines ,44.88546670047877,-0.6486943
18,Faches,50.60260309932345,3.0697877
19,Falaise ,48.89647409971802,-0.1999129
0,Fameck ,49.30434969961731,6.1041352
1,Fécamp ,49.75777289950829,0.374891
2,Ferney,46.25557440030107,6.1076131
3,Figeac ,44.609233500500814,2.0324320999999994
4,Firminy ,45.3869468004267,4.2858545
5,Flers ,48.746605899755174,-0.5676372999999999
6,Fleurance ,43.84929500053701,0.6640617
7,Fleury,47.93091559995412,1.9208882999999999
8,Floirac ,44.83270000048336,-0.5208229999999999
9,Florac ,44.323818500518605,3.5940267
10,Florange ,49.32780689961157,6.122827
11,Foix ,42.96389980053564,1.6053807
12,Fondettes ,47.4036631000751,0.5961846
13,Fonsorbes ,43.53532730054174,1.2314988
14,Fontaine ,45.19501830044845,5.6869624
15,Fontainebleau ,48.40493749983958,2.7015872
16,Fontenay,48.79110519974414,2.2870373
17,Fontenay,46.466077100264314,-0.8064003
18,Fontenay,48.81065779973929,2.0461549
19,Fontenay,48.849072099729746,2.4749346999999995
0,Forbach ,49.18628219964631,6.895856199999999
1,Fos,43.438071400542015,4.945594999999999
2,Fouesnant ,47.89454019996271,-4.011536499999999
3,Fougères ,48.350336199852954,-1.1958526
4,Fourmies ,50.017174099448404,4.0458492
5,Francheville ,45.735748000381484,4.7647303999999995
6,Franconville,48.98602499969581,2.2303498
7,Fréjus ,43.43303080054199,6.736018199999999
8,Fresnes ,48.75466869975318,2.3227967
9,Freyming,49.146943699656,6.818482899999999
10,Frontignan ,43.448761500542,3.7530636
11,Fuveau ,43.453899700542,5.560919700000001
12,Gagny ,48.88537079972073,2.5361783
13,Gaillac ,43.90167660053566,1.8967943000000003
14,Gaillard ,46.18384370031305,6.211168999999999
15,Gap ,44.56120320050416,6.082063899999999
16,Garches ,48.843748599731065,2.1853699
17,Gardanne ,43.455613000542,5.4710661
18,Garges,48.970384099699686,2.3990239999999994
19,Genas ,45.73305850038187,4.9965605
0,Gennevilliers ,48.92542209971082,2.2940121999999996
1,Gentilly ,48.81536559973811,2.3483549
2,Gérardmer ,48.07057719992082,6.877696499999999
3,Gerzat ,45.82504040036876,3.1435184999999994
4,Gex ,46.33243780028792,6.058883100000001
5,Gien ,47.691857500009995,2.6313888999999997
6,Gif,48.701882299766275,2.134529
7,Gisors ,49.278950399623554,1.7778259999999997
8,Givors ,45.58442380040199,4.7696529
9,Gonesse ,48.98635549969571,2.4500537
10,Gourdon ,44.7370240004912,1.3820574999999997
11,Goussainville ,49.03231679968433,2.4733628
12,Gradignan ,44.77397010048825,-0.6139069999999999
13,Grande,51.01348129924714,2.3029972
14,Granville ,48.83762839973261,-1.5959213
15,Grasse ,43.65890110054058,6.923910299999999
16,Graulhet ,43.75780000053901,1.99723
17,Gravelines ,50.987069699251684,2.1273117999999998
18,Gray ,47.4455642000658,5.5919867
19,Grigny ,48.655885999777674,2.3860487999999997
0,Gros,14.70995899987302,-61.00601069999999
1,Guérande ,47.3282126000917,-2.4298013999999997
2,Guéret ,46.16868650031556,1.8713349
3,Guidel ,47.789422599987375,-3.4914954999999996
4,Guilherand,44.93254500047454,4.870827499999999
5,Guillestre ,44.66166170049701,6.649772699999999
6,Guingamp ,48.561848299800914,-3.1502006999999996
7,Guipavas ,48.434636599832274,-4.400979000000001
8,Gujan,44.63386020049904,-1.0845304
9,Guyancourt ,48.77094139974913,2.0706084
10,Hagondange ,49.25403129962963,6.1678213
11,Halluin ,50.78266929928867,3.1249233999999997
12,Harnes ,50.447409999354925,2.9068246
13,Haubourdin ,50.60935539932211,2.9864420999999997
14,Hautmont ,50.251370399396485,3.9200610999999994
15,Hayange ,49.330435299610926,6.0636733
16,Hazebrouck ,50.72261129930004,2.5360331
17,Hellemmes ,50.62745279931855,3.1092154
18,Hem ,50.6540894993133,3.1839428999999995
19,Hendaye ,43.36415180054185,-1.7616499
0,Hénin,50.41943079936076,2.9469926
1,Hennebont ,47.80572239998357,-3.2751147
2,Herblay,48.989858799694865,2.166162
3,Héricourt ,47.57514290003669,6.762531199999999
4,Hérouville,49.203109699642155,-0.3353513
5,Hirson ,49.92034189947051,4.083718599999999
6,Honfleur ,49.419722199589195,0.2338889
7,Houilles ,48.922941599711436,2.1868998
8,Hyères ,43.120257300539116,6.1301614
9,Ifs ,49.141239299657414,-0.3506968999999999
10,Igny ,48.74239609975623,2.2257833
11,Irun ,43.336597401141404,-1.793361775204818
12,Issoire ,45.54329730040733,3.2502212999999998
13,Issoudun ,46.94778260017191,1.9889131000000002
14,Issy,48.82505079973571,2.2734569999999996
15,Istres ,43.513905100541834,4.9884323
16,Ivry,48.8122301997389,2.3872524999999998
17,Jarny ,49.15695859965354,5.8821708
18,Jarville,48.673537499773275,6.2023462
19,Jeumont ,50.297101199386624,4.0996569
0,Joigny ,47.98124859994215,3.3995767000000003
1,Joinville ,48.44332529983015,5.1377537
2,Joinville,48.81837169973739,2.4668076999999995
3,Jonzac ,45.445446900419626,-0.43209839999999994
4,Joué,47.35109050008669,0.6622523999999999
5,Jouy,49.011599999689466,2.03194
6,Juvignac ,43.61407840054109,3.8101646000000002
7,Juvisy,48.69040629976911,2.3738089999999996
8,Kani,-12.956496100207309,45.1054296
9,Kawéni ,-12.772728000189415,45.224798899999996
10,Koungou ,-12.735753000185786,45.2067459
11,Kourou ,5.158119699495606,-52.64263
12,La Baule,47.284372600101236,-2.3951595
13,La Celle,48.84787529973004,2.136145
14,La Chapelle,48.31854779986071,4.041309499999999
15,La Chapelle,47.88698219996449,1.8398174000000003
16,La Chapelle,47.29968460009792,-1.5518632
17,La Châtre ,46.58156780024317,1.9892292
18,La Ciotat ,43.175859100540045,5.606249499999999
19,La Courneuve ,48.92672359971051,2.3896122999999996
0,La Crau ,43.149703400539636,6.073705300000001
1,La Ferté,48.18605759989295,0.6554511
2,La Flèche ,47.696840800008836,-0.07461489999999998
3,La Garde ,43.1249185005392,6.0128532
4,La Garenne,48.9069348997154,2.2465747999999994
5,Lagny,48.877301799722765,2.7056056
6,L,48.76517129975056,0.6278039
7,La Londe,43.13813130053943,6.235534599999999
8,La Madeleine ,50.65440099931325,3.0733338
9,Lamballe ,48.468805799823855,-2.5174410999999997
10,Lambersart ,50.64779239931453,3.0223644
11,Lamentin ,16.27034230005536,-61.6303025
12,La Motte,45.598411300400166,5.8767935
13,Landerneau ,48.45148029982812,-4.255790099999999
14,Landivisiau ,48.512755099813035,-4.0699356
15,Lanester ,47.76397259999331,-3.3444488999999997
16,La Neuville,49.54994676089836,2.752548292441126
17,Langon ,44.55306590050471,-0.24492740000000002
18,Langres ,47.86556379996953,5.3314162
19,Lannion ,48.73221829975874,-3.4587993999999997
0,Laon ,49.56466499955419,3.620686
1,La Plaine des Palmistes ,-21.136063800292803,55.639954499999995
2,La Possession ,-20.926965800313482,55.336275799999996
3,La Queue,48.790333799744346,2.5749322999999995
4,La Riche ,47.38140000008002,0.637919
5,La Rivière ,-21.263560300279664,55.4385678
6,La Roche,46.06721890033196,6.312165799999999
7,La Roche,46.670543100226446,-1.4269697999999997
8,La Seyne,43.10077140053877,5.8788948
9,La Souterraine ,46.23833470030398,1.4861386999999997
10,La Teste,44.631694300499205,-1.1491318999999998
11,La Trinité ,14.73803989987633,-60.9645707
12,La Trinité ,43.74313960053927,7.313422300000001
13,Lattes ,43.565399300541536,3.9017114000000004
14,Laval ,48.07066869992078,-0.7734022
15,La Valette,43.13782450053944,5.983465399999999
16,Lavaur ,43.69893320054001,1.8151870000000003
17,Laxou ,48.68487089977048,6.152223199999999
18,Le Blanc ,46.633292000233496,1.062694
19,Le Blanc,48.93854889970756,2.4631475999999997
0,Le Bourget ,48.93514029970841,2.4258354
1,Le Bouscat ,44.866175500480466,-0.5992399
2,Le Cannet ,43.57610760054145,7.0191865
3,Le Chambon,45.39665460042555,4.3247696
4,Le Chesnay ,48.827850599735015,2.1319603
5,Le Creusot ,46.80540640020037,4.4285961
6,Lectoure ,43.9352778005347,0.6219444
7,Le François ,14.614995199861825,-60.9028968
8,Le Gosier ,16.207211200048203,-61.49313089999998
9,Le Grand,49.406898599592296,1.0507925999999999
10,Le Haillan ,44.87210500047994,-0.6761661
11,Le Kremlin,48.812589299738804,2.3570028
12,Le Lamentin ,14.61455699986177,-61.00181450000001
13,Le Marin ,14.471077799844908,-60.870212
14,Le Mée,48.538185899806756,2.6335912
15,Le Molay,49.24264469963244,-0.8711322
16,Le Moule ,16.331670900062285,-61.347623299999995
17,Lens ,50.42917229935872,2.8319804999999993
18,Léognan ,44.72944740049181,-0.5997267
19,Le Pecq ,48.89767159971769,2.1026594
0,Le Perreux,48.84062699973186,2.5077111
1,Le Petit,49.423799999588205,1.06208
2,Le Pian,44.95490010047249,-0.6683986
3,Le Plessis,48.78110489974662,2.2619632
4,Le Plessis,48.809152799739664,2.5732616
5,Le Pont,45.12368370045597,5.697813599999999
6,Le Pontet ,43.962185800533895,4.8602588
7,Le Pradet ,43.10376080053882,6.0223774
8,Le Pré,48.88305649972132,2.4040110999999995
9,Le Puy,45.0459739004638,3.8855537
10,Le Raincy ,48.89866659971746,2.5155626
11,Le Relecq,48.40755139983893,-4.3965573
12,Le Robert ,14.677614399869203,-60.939021
13,Les Abymes ,16.270643600055397,-61.505774900000006
14,Les Avirons ,-21.242358200281878,55.335791099999994
15,Les Clayes,48.82144779973663,1.9871825
16,Les Herbiers ,46.8714322001873,-1.0150302
17,Les Lilas ,48.87956579972221,2.415796
18,Les Mureaux ,48.99315779969403,1.909928
19,Les Pavillons,48.90829879971507,2.5034999
0,Les Pennes,43.409882200541986,5.3090324
1,Les Ponts,47.42869620006958,-0.5270662
2,Les Sables,46.499050500258335,-1.7767858999999997
3,Les Ulis ,48.681707999771255,2.1701573
4,Le Taillan,44.90440490047709,-0.6693402
5,Le Tampon ,-21.277428500278212,55.51641779999999
6,L,-21.265781900279435,55.3668941
7,Le Touquet,50.52112019933981,1.5909324999999999
8,Levallois,48.89295599971885,2.2881682999999997
9,Le Vauclin ,14.545294099853622,-60.8398929
10,Le Vésinet ,48.89425399971856,2.1347291
11,Lézignan,43.2008841005404,2.7574981
12,L,48.77905139974713,2.3373021000000005
13,Libourne ,44.913374200476284,-0.2427217
14,Lieusaint ,48.63166079978365,2.5514783
15,Liévin ,50.424499999359696,2.7738
16,Ligne des Bambous ,-21.29600170027626,55.4960273
17,Lillers ,50.560599999331856,2.47604
18,Limay ,48.99210149969429,1.7353686
19,Limeil,48.748985699754584,2.4809129
0,Limoux ,43.05380680053781,2.2176533
1,Lisieux ,49.146083099656224,0.22551679999999996
2,L,49.11252939966451,2.2186324
3,L,45.6230017003969,5.229839799999999
4,L,43.614444400541096,1.0816667
5,L,43.91853540053519,5.0515385
6,Livry,48.91733499971284,2.5298854
7,Loches ,47.12816920013461,0.9979549
8,Lodève ,43.731060000539486,3.3189199999999994
9,Lognes ,48.83841569973241,2.632722
10,Lomme ,50.645702199314954,2.9870927
11,Longjumeau ,48.694379299768116,2.2953297
12,Longuenesse ,50.737099999297264,2.24833
13,Longuyon ,49.446106599582784,5.600731999999999
14,Longwy ,49.51455639956624,5.7679082
15,Lons ,43.31540790054158,-0.40976369999999995
16,Lons,46.67270370022604,5.5589973
17,Loos ,50.60920819932213,3.0162523
18,Lorient ,47.74773359999707,-3.3660906999999995
19,Lormont ,44.87917080047933,-0.5216682999999999
0,Loudéac ,48.17625339989534,-2.7535643999999997
1,Louhans ,46.62914250023429,5.223217499999999
2,Lourdes ,43.09409040053864,-0.04649749999999999
3,Louviers ,49.21572449963906,1.1646335
4,Louvres ,49.044913899681205,2.5096751
5,Lucé ,48.436469599831824,1.4628645
6,Luçon ,46.4555953002662,-1.1645595
7,Lunel ,43.67452650054036,4.134806200000001
8,Lunéville ,48.59161639979357,6.491956299999999
9,L,43.65015180054069,1.4846885
10,Lure ,47.686337600011264,6.494680599999999
11,Luxeuil,47.8171769999809,6.380886499999999
12,Lys,50.67129999930996,3.21621
13,Mâcon ,46.30366830029287,4.832226599999999
14,Magny,48.72405099976078,2.0839561999999994
15,Mainvilliers ,48.44893819982875,1.4580047
16,Maisons,48.80120449974163,2.4309702999999994
17,Maisons,48.94614369970568,2.1450951
18,Maizières,49.21025199964041,6.1600345
19,Majicavo,-12.744249500186617,45.21908019999999
0,Malakoff ,48.82115589973669,2.3019814
1,Mamers ,48.35059319985289,0.36963759999999996
2,Mamoudzou ,-12.780416900190167,45.22791839999999
3,Mandelieu,43.54391530054168,6.935913499999999
4,Manosque ,43.83380260053739,5.7826657
5,Mantes,48.98919709969502,1.7140682999999999
6,Mantes,48.97489379969855,1.7109449
7,Marange,49.21607709963899,6.116416399999999
8,Marcq,50.676701799308894,3.1043032000000004
9,Marignane ,43.416272900542,5.2146275
10,Marly ,49.06002409967748,6.154571899999999
11,Marly ,50.35007469937533,3.5435909
12,Marly,48.868176199725006,2.0965934999999996
13,Marmande ,44.500793900508164,0.164274
